loop_id	aggregated_id	A1_type	A1_nearest_gene_symbol	A2_type	A2_nearest_gene_symbol	distance	n_candidate	A1_chain_id	A1_chrom	A1_start	A1_end	A1_other_chrom	A1_other_start	A1_other_end	A1_chain_range	A1_other_chain_range	A1_other_chain_strand	A1_other_loop_id	A1_other_anchor	A1_exon_fraction	A1_other_exon_fraction	A2_chain_id	A2_chrom	A2_start	A2_end	A2_other_chrom	A2_other_start	A2_other_end	A2_chain_range	A2_other_chain_range	A2_other_chain_strand	A2_other_loop_id	A2_other_anchor	A2_exon_fraction	A2_other_exon_fraction	other_loop_id
Dvir_L20	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8216448	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L26	2	0	0.00739669651298593	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L26	1	0.135843072766782	0.147732585320243	L26
Dvir_L20	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8216448	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L27	2	0	0.00739669651298593	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L25	1	0.135843072766782	0.147732585320243	NA
Dvir_L20	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8216448	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L27	2	0	0.00739669651298593	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L26	1	0.135843072766782	0.147732585320243	NA
Dvir_L21	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8237086	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L26	2	0	0.00739669651298593	70814	2R	24281243	24288181	2R	8772430	8776810	2R:24231879-24341627	2R:8726633-8827577	-	NA	NA	0.135843072766782	0.147732585320243	NA
Dvir_L21	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	I	Dvir\GJ19783	8237086	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L27	2	0	0.00739669651298593	70814	2R	24281243	24288181	2R	8772430	8776810	2R:24231879-24341627	2R:8726633-8827577	-	NA	NA	0.135843072766782	0.147732585320243	NA
Dvir_L22	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8112845	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L25	2	0.337590445471188	0.391871265971829	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L25	1	0.135843072766782	0.147732585320243	L25
Dvir_L22	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8112845	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L25	2	0.337590445471188	0.391871265971829	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L26	1	0.135843072766782	0.147732585320243	NA
Dvir_L22	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8112845	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L27	1	0.337590445471188	0.391871265971829	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L25	1	0.135843072766782	0.147732585320243	NA
Dvir_L22	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8112845	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L27	1	0.337590445471188	0.391871265971829	70814	2R	24261273	24268382	2R	8794632	8800174	2R:24231879-24341627	2R:8726633-8827577	-	L26	1	0.135843072766782	0.147732585320243	NA
Dvir_L23	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8133483	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L25	2	0.337590445471188	0.391871265971829	70814	2R	24281243	24288181	2R	8772430	8776810	2R:24231879-24341627	2R:8726633-8827577	-	NA	NA	0.135843072766782	0.147732585320243	NA
Dvir_L23	Dvir_L20_L21_L22_L23_L24	P	Dvir\GJ21730	I	Dvir\GJ19783	8133483	1	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L27	1	0.337590445471188	0.391871265971829	70814	2R	24281243	24288181	2R	8772430	8776810	2R:24231879-24341627	2R:8726633-8827577	-	NA	NA	0.135843072766782	0.147732585320243	NA
Dvir_L24	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	P	Dvir\GJ21730	103603	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L26	2	0	0.00739669651298593	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L25	2	0.337590445471188	0.391871265971829	NA
Dvir_L24	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	P	Dvir\GJ21730	103603	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L26	2	0	0.00739669651298593	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L27	1	0.337590445471188	0.391871265971829	NA
Dvir_L24	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	P	Dvir\GJ21730	103603	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L27	2	0	0.00739669651298593	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L25	2	0.337590445471188	0.391871265971829	NA
Dvir_L24	Dvir_L20_L21_L22_L23_L24	I	Dvir\GJ21732	P	Dvir\GJ21730	103603	1	59057	2R	16044305	16062658	2R	15103067	15116288	2R:16044306-16150178	2R:15013873-15116288	-	L27	2	0	0.00739669651298593	59293	2R	16150181	16154593	2R	15009421	15012950	2R:16150131-16294063	2R:14899528-15013001	-	L27	1	0.337590445471188	0.391871265971829	L27
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73786	3L	3006327	3020551	3L	12856286	12870612	3L:2926512-3026778	3L:12778929-12878136	+	L41	1	0.365901478637366	0.365801925273291	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73786	3L	3006327	3020551	3L	12856286	12870612	3L:2926512-3026778	3L:12778929-12878136	+	L42	1	0.365901478637366	0.365801925273291	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73786	3L	3006327	3020551	3L	12856286	12870612	3L:2926512-3026778	3L:12778929-12878136	+	L43	1	0.365901478637366	0.365801925273291	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73786	3L	3006327	3020551	3L	12856286	12870612	3L:2926512-3026778	3L:12778929-12878136	+	L44	1	0.365901478637366	0.365801925273291	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73884	3L	3011802	3012058	2R	19260253	19260511	3L:3011803-3012058	2R:19260254-19260511	-	NA	NA	0	0	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L25	Dvir_L25	P	Dvir\GJ13979	P	Dvir\GJ11588, Dvir\GJ13735	4728190	3	73890	3L	3019236	3019717	3L	12869545	12869951	3L:3019237-3019717	3L:12869546-12869951	-	NA	NA	0	0	81680	3L	7742964	7744539	3L	20001152	20001844	3L:7742965-7744679	3L:20001153-20001984	+	NA	NA	0.962068965517241	0.962068965517241	NA
Dvir_L26	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	P	Dvir\GJ13039	13411859	3	79067	3L	6214683	6219380	3L	9398588	9402236	3L:6202615-6219380	3L:9386829-9402236	+	NA	NA	0	0	101671	3L	19630055	19634699	3L	17251919	17256614	3L:19626093-19647958	3L:17246664-17267285	+	L37	2	0	0.0686918445539135	NA
Dvir_L26	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	P	Dvir\GJ13039	13411859	3	79085	3L	6217057	6217488	3R	29026548	29026848	3L:6217058-6217488	3R:29026549-29026848	+	NA	NA	0	0	101671	3L	19630055	19634699	3L	17251919	17256614	3L:19626093-19647958	3L:17246664-17267285	+	L37	2	0	0.0686918445539135	NA
Dvir_L26	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	P	Dvir\GJ13039	13411859	3	79092	3L	6219935	6224479	3L	7640887	7645084	3L:6219936-6252578	3L:7640888-7668596	+	L37	1	0.016980549552331	0.0178846746839346	101671	3L	19630055	19634699	3L	17251919	17256614	3L:19626093-19647958	3L:17246664-17267285	+	L37	2	0	0.0686918445539135	L37
Dvir_L26	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	P	Dvir\GJ13039	13411859	3	79092	3L	6219935	6224479	3L	7640887	7645084	3L:6219936-6252578	3L:7640888-7668596	+	L38	1	0.016980549552331	0.0178846746839346	101671	3L	19630055	19634699	3L	17251919	17256614	3L:19626093-19647958	3L:17246664-17267285	+	L37	2	0	0.0686918445539135	NA
Dvir_L27	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	I	Dvir\GJ12326	13429881	3	79067	3L	6214683	6219380	3L	9398588	9402236	3L:6202615-6219380	3L:9386829-9402236	+	NA	NA	0	0	101722	3L	19648712	19652299	3L	17267163	17271990	3L:19648713-19867903	3L:17267164-17462725	+	L38	2	0.133848743031451	0.150951340824759	NA
Dvir_L27	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	I	Dvir\GJ12326	13429881	3	79085	3L	6217057	6217488	3R	29026548	29026848	3L:6217058-6217488	3R:29026549-29026848	+	NA	NA	0	0	101722	3L	19648712	19652299	3L	17267163	17271990	3L:19648713-19867903	3L:17267164-17462725	+	L38	2	0.133848743031451	0.150951340824759	NA
Dvir_L27	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	I	Dvir\GJ12326	13429881	3	79092	3L	6219935	6224479	3L	7640887	7645084	3L:6219936-6252578	3L:7640888-7668596	+	L37	1	0.016980549552331	0.0178846746839346	101722	3L	19648712	19652299	3L	17267163	17271990	3L:19648713-19867903	3L:17267164-17462725	+	L38	2	0.133848743031451	0.150951340824759	NA
Dvir_L27	Dvir_L26_L27	P	Dvir\GJ13832, Dvir\GJ13831	I	Dvir\GJ12326	13429881	3	79092	3L	6219935	6224479	3L	7640887	7645084	3L:6219936-6252578	3L:7640888-7668596	+	L38	1	0.016980549552331	0.0178846746839346	101722	3L	19648712	19652299	3L	17267163	17271990	3L:19648713-19867903	3L:17267164-17462725	+	L38	2	0.133848743031451	0.150951340824759	L38
Dvir_L28	Dvir_L28_L29	P	Dvir\GJ13652	I	Dvir\GJ12101	6669720	4	85102	3L	9826269	9836486	3L	10080213	10088786	3L:9783516-9836486	3L:10080214-10132860	-	NA	NA	0.174256505576208	0.174154701250579	96264	3L	16500583	16502147	3L	16012544	16014101	3L:16497944-16502147	3L:16012545-16016622	-	NA	NA	0	0	NA
Dvir_L28	Dvir_L28_L29	P	Dvir\GJ13652	I	Dvir\GJ12101	6669720	4	85102	3L	9826269	9836486	3L	10080213	10088786	3L:9783516-9836486	3L:10080214-10132860	-	NA	NA	0.174256505576208	0.174154701250579	96278	3L	16504316	16505696	3L	10075783	10077350	3L:16504317-16635505	3L:9939612-10077350	-	NA	NA	0.0249400028233965	0.038476046774802	NA
Dvir_L28	Dvir_L28_L29	P	Dvir\GJ13652	I	Dvir\GJ12101	6669720	4	85192	3L	9839075	9840033	3L	7159207	7160074	3L:9839076-9919182	3L:7159208-7237673	+	NA	NA	0.0101036540676369	0.014596257102643	96264	3L	16500583	16502147	3L	16012544	16014101	3L:16497944-16502147	3L:16012545-16016622	-	NA	NA	0	0	NA
Dvir_L28	Dvir_L28_L29	P	Dvir\GJ13652	I	Dvir\GJ12101	6669720	4	85192	3L	9839075	9840033	3L	7159207	7160074	3L:9839076-9919182	3L:7159208-7237673	+	NA	NA	0.0101036540676369	0.014596257102643	96278	3L	16504316	16505696	3L	10075783	10077350	3L:16504317-16635505	3L:9939612-10077350	-	NA	NA	0.0249400028233965	0.038476046774802	NA
Dvir_L29	Dvir_L28_L29	P	Dvir\GJ13652	P	Dvir\GJ13257	6765826	2	85102	3L	9826269	9836486	3L	10080213	10088786	3L:9783516-9836486	3L:10080214-10132860	-	NA	NA	0.174256505576208	0.174154701250579	96278	3L	16596232	16601507	3L	9971956	9978765	3L:16504317-16635505	3L:9939612-10077350	-	NA	NA	0.0249400028233965	0.038476046774802	NA
Dvir_L29	Dvir_L28_L29	P	Dvir\GJ13652	P	Dvir\GJ13257	6765826	2	85192	3L	9839075	9840033	3L	7159207	7160074	3L:9839076-9919182	3L:7159208-7237673	+	NA	NA	0.0101036540676369	0.014596257102643	96278	3L	16596232	16601507	3L	9971956	9978765	3L:16504317-16635505	3L:9939612-10077350	-	NA	NA	0.0249400028233965	0.038476046774802	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L28	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L29	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L28	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L31	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L28	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L32	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L30	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L29	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L30	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L31	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L30	2	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L32	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L32	1	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L29	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L32	1	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L31	2	0.151503751955175	0.170089833392695	NA
Dvir_L30	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ11935	252209	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L32	1	0.11626792347326	0.119394641217107	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L32	2	0.151503751955175	0.170089833392695	L32
Dvir_L31	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ13398	866234	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L28	2	0.11626792347326	0.119394641217107	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L31	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ13398	866234	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L30	2	0.11626792347326	0.119394641217107	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L31	Dvir_L30_L31_L32	I	Dvir\GJ13447	P	Dvir\GJ13398	866234	1	90908	3L	13548605	13552914	3L	1998459	2003378	3L:13496854-13615616	3L:1947845-2057023	+	L32	1	0.11626792347326	0.119394641217107	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L32	Dvir_L30_L31_L32	P	Dvir\GJ11935	P	Dvir\GJ13398	614025	1	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L29	2	0.151503751955175	0.170089833392695	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L32	Dvir_L30_L31_L32	P	Dvir\GJ11935	P	Dvir\GJ13398	614025	1	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L31	2	0.151503751955175	0.170089833392695	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L32	Dvir_L30_L31_L32	P	Dvir\GJ11935	P	Dvir\GJ13398	614025	1	91165	3L	13799688	13804569	3L	2225178	2230640	3L:13645445-13821238	3L:2069859-2247758	+	L32	2	0.151503751955175	0.170089833392695	92432	3L	14414465	14414844	3L	868031	868410	3L:14411925-14414844	3L:868032-870487	-	NA	NA	0	0	NA
Dvir_L33	Dvir_L33_L34_L35	I	Dvir\GJ11981	I	Dvir\GJ12668	10075005	4	92783	3L	14658521	14661641	3L	9330565	9332457	3L:14634949-14661641	3L:9330566-9357816	-	L36	2	0.34659217877095	0.354679802955665	108578	3L	24734360	24736323	3L	6654084	6655394	3L:24684798-24736323	3L:6654085-6692315	-	L36	1	0.271272503462071	0.28133704735376	L36
Dvir_L33	Dvir_L33_L34_L35	I	Dvir\GJ11981	I	Dvir\GJ12668	10075005	4	92783	3L	14658521	14661641	3L	9330565	9332457	3L:14634949-14661641	3L:9330566-9357816	-	L36	2	0.34659217877095	0.354679802955665	108662	3L	24738099	24739319	3L	9328743	9329725	3L:24738100-24988822	3L:9138762-9329725	-	L36	2	0.134717687199618	0.162997537579477	NA
Dvir_L33	Dvir_L33_L34_L35	I	Dvir\GJ11981	I	Dvir\GJ12668	10075005	4	92826	3L	14662838	14665515	3L	6650897	6652543	3L:14662839-14845749	3L:6487299-6652543	-	L36	1	0.248556545751224	0.257753273604411	108578	3L	24734360	24736323	3L	6654084	6655394	3L:24684798-24736323	3L:6654085-6692315	-	L36	1	0.271272503462071	0.28133704735376	NA
Dvir_L33	Dvir_L33_L34_L35	I	Dvir\GJ11981	I	Dvir\GJ12668	10075005	4	92826	3L	14662838	14665515	3L	6650897	6652543	3L:14662839-14845749	3L:6487299-6652543	-	L36	1	0.248556545751224	0.257753273604411	108662	3L	24738099	24739319	3L	9328743	9329725	3L:24738100-24988822	3L:9138762-9329725	-	L36	2	0.134717687199618	0.162997537579477	L36
Dvir_L34	Dvir_L33_L34_L35	P	Dvir\GJ13380	I	Dvir\GJ12753	10121437	1	92826	3L	14703934	14713185	3L	6617762	6625865	3L:14662839-14845749	3L:6487299-6652543	-	L35	1	0.248556545751224	0.257753273604411	108662	3L	24828531	24831835	3L	9249855	9253440	3L:24738100-24988822	3L:9138762-9329725	-	L35	2	0.134717687199618	0.162997537579477	L35
Dvir_L35	Dvir_L33_L34_L35	P	Dvir\GJ13380	P	Dvir\GJ12752, Dvir\GJ12749	10198861	3	92826	3L	14703934	14713185	3L	6617762	6625865	3L:14662839-14845749	3L:6487299-6652543	-	L35	1	0.248556545751224	0.257753273604411	108662	3L	24898974	24914354	3L	9193694	9202799	3L:24738100-24988822	3L:9138762-9329725	-	NA	NA	0.134717687199618	0.162997537579477	NA
Dvir_L35	Dvir_L33_L34_L35	P	Dvir\GJ13380	P	Dvir\GJ12752, Dvir\GJ12749	10198861	3	92826	3L	14703934	14713185	3L	6617762	6625865	3L:14662839-14845749	3L:6487299-6652543	-	L35	1	0.248556545751224	0.257753273604411	108858	3L	24904094	24904488	3L	6130549	6130941	3L:24904095-24904488	3L:6130550-6130941	+	NA	NA	0	1	NA
Dvir_L35	Dvir_L33_L34_L35	P	Dvir\GJ13380	P	Dvir\GJ12752, Dvir\GJ12749	10198861	3	92826	3L	14703934	14713185	3L	6617762	6625865	3L:14662839-14845749	3L:6487299-6652543	-	L35	1	0.248556545751224	0.257753273604411	108859	3L	24904094	24907184	3L	6133152	6135227	3L:24904095-24907184	3L:6133153-6135227	+	NA	NA	0	0	NA
Dvir_L38	Dvir_L38	P	Dvir\GJ13132	I	Dvir\GJ15474	7956721	3	99148	3L	18228369	18236253	3L	7006170	7015128	3L:18155883-18236253	3L:7006171-7093510	-	L33	2	0.12963503649635	0.150516513894951	110131	3L	26196085	26201646	3L	4799870	4803177	3L:26039525-26320032	3L:4689099-4897909	+	L33	1	0.27370369089211	0.291392790424133	L33
Dvir_L38	Dvir_L38	P	Dvir\GJ13132	I	Dvir\GJ15474	7956721	3	99313	3L	18250980	18251171	3L	6997715	6997847	3L:18250981-18251171	3L:6997716-6997847	-	NA	NA	0	0	110131	3L	26196085	26201646	3L	4799870	4803177	3L:26039525-26320032	3L:4689099-4897909	+	L33	1	0.27370369089211	0.291392790424133	NA
Dvir_L38	Dvir_L38	P	Dvir\GJ13132	I	Dvir\GJ15474	7956721	3	99315	3L	18253317	18254550	3L	17511860	17513106	3L:18253318-18256633	3L:17511861-17515324	+	NA	NA	0.326732673267327	0.326344936708861	110131	3L	26196085	26201646	3L	4799870	4803177	3L:26039525-26320032	3L:4689099-4897909	+	L33	1	0.27370369089211	0.291392790424133	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L55	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L55	1	0.493052278328352	0.497666369500236	L55
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L55	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L56	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L55	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L59	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L57	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L55	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L57	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L56	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L57	2	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L59	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L60	1	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L55	1	0.493052278328352	0.497666369500236	NA
Dvir_L39	Dvir_L39_L40_L41_L42_L43	I	Dvir\GJ14221	I	Dvir\GJ24185	10524955	1	115012	3R	2486755	2491845	3R	29344825	29347914	3R:2356465-2636926	3R:29245104-29448851	+	L60	1	0.0321543408360129	0.043671089810079	132166	3R	13012750	13016263	3R	28733890	28737545	3R:12950698-13045540	3R:28683615-28754890	+	L56	1	0.493052278328352	0.497666369500236	NA
